股票代码,样本量,均值,标准差,最小值,25%,50% (中位数),75%,最大值,偏度,峰度
sz.000027,2547.0,8.739256609303204e-05,0.023988318278626967,-0.10558099851617729,-0.008824884643393488,0.0,0.008797729618943859,0.0960257433411186,-0.1844012191324312,6.032015398221338
sz.000039,2539.0,-8.932187264049527e-05,0.023901048494718507,-0.10572408592178391,-0.011251271159655046,0.0,0.010641326797193668,0.09555322270259263,-0.30635029341898024,4.409720412299098
sz.000046,2106.0,-0.0015600751851850237,0.028444879021962383,-0.10629465864962319,-0.015037877364540559,0.0,0.011337183638372904,0.09763846956391607,-0.05884065291603462,2.435605754745932
sz.000060,2539.0,-0.00013782951459428405,0.02585542261538795,-0.10645580601924119,-0.011098893068048803,0.0,0.011265615548926204,0.09620986497522244,-0.27063155529564265,4.1129482643833075
sz.000061,2470.0,-0.00031502501766407135,0.02478603291606031,-0.10558546223396315,-0.011024794831468334,0.0,0.010497407002624522,0.09628721945215148,-0.14208768597248506,4.232123412201485
sz.000063,2467.0,0.0002846628602852993,0.028761255731255025,-0.10558320800926436,-0.014183403938587621,0.0,0.014468090804618422,0.09549418937334166,-0.04838533447371708,2.612073148650822
sz.000066,2347.0,0.00039051673791776545,0.031609526458554756,-0.10565117108786273,-0.01647874610278478,-0.0007760962748885142,0.014939206505297644,0.09581792289723351,0.2944802848433407,1.7319715908755167
sz.000069,2501.0,-0.000521523434667539,0.023803732034220593,-0.1056744381215564,-0.01279335145990947,0.0,0.011095814255054447,0.09702397628205951,-0.017465335861499093,3.5764287714966754
sz.000100,2377.0,0.00011028382053840076,0.02602183396415064,-0.10623925033651523,-0.013158084577511199,0.0,0.011668743834377203,0.0966268356890717,0.06543081481192237,3.1176941527786495
sz.000156,2414.0,-0.0002894862053252792,0.02612981246862458,-0.10576366019059956,-0.011622867651451067,0.0,0.01108401999893159,0.09578110046289842,-0.07849191261608514,4.047644228317434
sz.000157,2545.0,0.00011392527548273079,0.021814048121028648,-0.10595646323207913,-0.009377161812596931,0.0,0.009389740349838917,0.09573489843462094,-0.1342990600932339,5.10590281140837
